설치읍면동,위도,경도
강원도 원주시 판부면 서곡리 445-26,37.3221283,127.9365158
강원도 원주시 명륜2동 769-1,37.3358002,127.938858
강원도 원주시 반곡관설동 1964-4,37.3336678,127.9874649
강원도 원주시 반곡관설동 1956-3,37.3307076,127.9900665
강원도 원주시 반곡관설동 1916-4,37.3224869,127.9903641
강원도 원주시 반곡관설동 2042-5,37.3197975,127.9873199
강원도 원주시 반곡관설동 1860-5,37.3253746,127.9769516
강원도 원주시 반곡관설동 1858-4,37.3279228,127.9832306
강원도 원주시 무실동 1863-1,37.3306503,127.9294739
강원도 원주시 행구동 1610-1,37.3434639,127.9796753
강원도 원주시 판부면 서곡리 489-2,37.3150635,127.9410858
강원도 원주시 원인동 308-3,37.3409424,127.9477081
강원도 원주시 단구동 851-2,37.3151894,127.9573822
강원도 원주시 무실동 1715-2,37.3373299,127.919838
강원도 원주시 반곡관설동 1548-7,37.3358879,127.9685211
강원도 원주시 무실동 1809-1,37.3308754,127.9349823
강원도 원주시 무실동 1781-1,37.3378181,127.9318008
강원도 원주시 흥업면 흥업리 580-4,37.3007126,127.9193649
강원도 원주시 반곡관설동 1377,37.3105927,127.9660721
강원도 원주시 학성동 232,37.352993,127.9447327
강원도 원주시 학성동 213-9,37.3536301,127.9475708
강원도 원주시 단계동 603-7,37.3558807,127.9247589
강원도 원주시 우산동 262-2,37.3681183,127.9335022
강원도 원주시 우산동 458-8,37.3821793,127.9380569
강원도 원주시 태장2동 1321-67,37.3846321,127.963295
강원도 원주시 소초면 장양리 791,37.4111252,127.9570313
강원도 원주시 태장2동 2149,37.3954353,127.9509506
강원도 원주시 단계동 568-2,37.3595657,127.9253998
강원도 원주시 지정면 신평리 213-7,37.3608818,127.8978729
강원도 원주시 원인동 269,37.3472557,127.9548492
강원도 원주시 원인동 269,37.3472557,127.9548492
강원도 원주시 원인동 269,37.3472557,127.9548492
강원도 원주시 원인동 269,37.3472557,127.9548492
강원도 원주시 원인동 269,37.3472557,127.9548492
강원도 원주시 중앙동 276,37.3512154,127.9477234
강원도 원주시 명륜1동 27-6,37.3427734,127.9550323
강원도 원주시 우산동 812-1,37.3608055,127.9398499
강원도 원주시 우산동 812-1,37.3608055,127.9398499
강원도 원주시 우산동 812-1,37.3608055,127.9398499
강원도 원주시 단계동 947,37.3438568,127.9337158
강원도 원주시 중앙동 276,37.349144,127.9496002
강원도 원주시 중앙동 1-1,37.3525352,127.9496002
강원도 원주시 명륜2동 369,37.3324127,127.9470215
강원도 원주시 명륜2동 369,37.3324127,127.9470215
강원도 원주시 명륜2동 369,37.3324127,127.9470215
강원도 원주시 학성동 329-5,37.3564034,127.9438858
강원도 원주시 단계동 782-6,37.3472862,127.9342651
강원도 원주시 단계동 782-6,37.3472862,127.9342651
강원도 원주시 단계동 782-6,37.3472862,127.9342651
강원도 원주시 단계동 782-6,37.3472862,127.9342651
강원도 원주시 단계동 782-6,37.3472862,127.9342651
강원도 원주시 학성동 1112,37.3567619,127.9359436
강원도 원주시 학성동 1112,37.3567619,127.9359436
강원도 원주시 학성동 1112,37.3567619,127.9359436
강원도 원주시 학성동 1112,37.3567619,127.9359436
강원도 원주시 학성동 1112,37.3567619,127.9359436
강원도 원주시 우산동 88-1,37.3671837,127.9407425
강원도 원주시 우산동 88-1,37.3671837,127.9407425
강원도 원주시 우산동 88-1,37.3671837,127.9407425
강원도 원주시 우산동 88-1,37.3671837,127.9407425
강원도 원주시 우산동 88-1,37.3671837,127.9407425
강원도 원주시 태장1동 1420,37.3823662,127.9468231
강원도 원주시 태장1동 1420,37.3823662,127.9468231
강원도 원주시 태장1동 1420,37.3823662,127.9468231
강원도 원주시 태장1동 1420,37.3823662,127.9468231
강원도 원주시 단계동 910,37.3399963,127.9377441
강원도 원주시 단구동 137,37.3236923,127.9617691
강원도 원주시 봉산동 1202,37.3418045,127.9642334
강원도 원주시 무실동 1776,37.3353386,127.9299011
강원도 원주시 무실동 1776,37.3353386,127.9299011
강원도 원주시 무실동 1776,37.3353386,127.9299011
강원도 원주시 무실동 1776,37.3353386,127.9299011
강원도 원주시 무실동 1776,37.3353386,127.9299011
강원도 원주시 반곡관설동 1709-1,37.3177567,127.9686356
강원도 원주시 반곡관설동 1709-1,37.3177567,127.9686356
강원도 원주시 반곡관설동 1709-1,37.3177567,127.9686356
강원도 원주시 반곡관설동 1709-1,37.3177567,127.9686356
강원도 원주시 문막읍 건등리 205-15,37.319725,127.8314972
강원도 원주시 문막읍 건등리 205-15,37.319725,127.8314972
강원도 원주시 문막읍 건등리 205-15,37.319725,127.8314972
강원도 원주시 흥업면 사제리 1330-33,37.3409882,127.8800964
강원도 원주시 흥업면 사제리 1330-33,37.3409882,127.8800964
강원도 원주시 흥업면 사제리 1330-33,37.3409882,127.8800964
강원도 원주시 단계동 1160,37.3449135,127.9278183
강원도 원주시 단계동 1160,37.3449135,127.9278183
강원도 원주시 단계동 1160,37.3449135,127.9278183
강원도 원주시 단구동 1466,37.327652,127.9540558
강원도 원주시 단구동 1466,37.327652,127.9540558
강원도 원주시 단구동 1466,37.327652,127.9540558
강원도 원주시 단구동 1466,37.327652,127.9540558
강원도 원주시 판부면 서곡리 2026-2,37.3223076,127.9403076
강원도 원주시 판부면 서곡리 2026-2,37.3223076,127.9403076
강원도 원주시 판부면 서곡리 2026-2,37.3223076,127.9403076
강원도 원주시 판부면 서곡리 2026-2,37.3223076,127.9403076
강원도 원주시 판부면 서곡리 2026-2,37.3223076,127.9403076
강원도 원주시 태장2동 2069,37.3969231,127.9519882
강원도 원주시 태장2동 2069,37.3969231,127.9519882
강원도 원주시 태장2동 2069,37.3969231,127.9519882
강원도 원주시 태장2동 2069,37.3969231,127.9519882
강원도 원주시 태장2동 2069,37.3969231,127.9519882
강원도 원주시 단구동 724-15,37.3264046,127.9586792
강원도 원주시 원인동 300-61,37.3421326,127.9469757
강원도 원주시 봉산동 1125-14,37.346653,127.9567032
강원도 원주시 중앙동 143,37.3491859,127.9517365
강원도 원주시 중앙동 45,37.3513069,127.9503449
강원도 원주시 태장2동 1362-11,37.3865089,127.9508057
강원도 원주시 학성동 131-1,37.3563881,127.9488831
강원도 원주시 학성동 326-17,37.3541031,127.9472427
강원도 원주시 반곡관설동 240,37.2969055,127.9890671
강원도 원주시 개운동 384-5,37.3431015,127.9570084
강원도 원주시 개운동 40-2,37.340435,127.9615173
강원도 원주시 명륜1동 259-23,37.338028,127.949913
강원도 원주시 명륜1동 77-30,37.3417091,127.9520416
강원도 원주시 명륜1동 311-11,37.3400917,127.9407425
강원도 원주시 명륜2동 471,37.3328857,127.9452972
강원도 원주시 개운동 199-6,37.3393555,127.9598846
강원도 원주시 일산동 89-1,37.3483734,127.9482269
강원도 원주시 일산동 233-23,37.3491592,127.9432449
강원도 원주시 반곡관설동 1579,37.3134155,127.9629135
강원도 원주시 학성동 223-45,37.3526573,127.944931
강원도 원주시 단계동 55-5,37.3596039,127.9383392
강원도 원주시 우산동 226-3,37.3687935,127.9364471
강원도 원주시 봉산동 902-245,37.3443298,127.9623108
강원도 원주시 단계동 915-12,37.3395462,127.9335022
강원도 원주시 태장2동 1346-85,37.3582916,127.9526138
강원도 원주시 반곡관설동 1735-8,37.3169518,127.9601288
강원도 원주시 명륜2동 751,37.3330421,127.942009
강원도 원주시 일산동 211,37.351582,127.946762
강원도 원주시 우산동 660 상지대학교 창조관 3층,37.371993,127.928577
강원도 원주시 단계동 881-2 202호,37.344003,127.929541
강원도 원주시 반곡동 산 212-1,37.322945,127.978857
강원도 원주시 반곡동 산 212-1,37.32319,127.978458
